carte,categorie,question,reponse,difficulte,theme
335,Divertissement,Quel métal indestructible recouvre le squelette et les griffes de Wolverine ?,L'adamantium,2,Comics
335,Histoire,Quelle bataille remportée par François Ier en 1515 est l'une des dates les plus célèbres de l'histoire de France ?,Marignan,1,François Ier
335,Arts & Littérature,Quel roi de Mycènes commande l'armée grecque pendant la guerre de Troie ?,Agamemnon,2,Épopées antiques
335,Sciences & Nature,"Comment s'appelle l'unité fonctionnelle microscopique du rein, qui filtre le sang ?",Le néphron,3,Organes
335,Sports & Loisirs,Quel sport consiste à lancer des disques volants vers des paniers métalliques en un minimum de lancers ?,Le disc golf,1,Sports insolites
336,Géographie,Quel est le plus vaste pays d'Amérique centrale ?,Le Nicaragua,3,Amériques
336,Divertissement,Quel film de Gérard Oury (1966) réunit Bourvil et Louis de Funès dans la France occupée ?,La Grande Vadrouille,1,Comédies françaises
336,Histoire,Quelle bataille de 1954 marque la défaite française décisive en Indochine ?,Diên Biên Phu,1,Décolonisation
336,Arts & Littérature,"Quel musée parisien est installé dans l'hôtel Biron, rue de Varenne ?",Le musée Rodin,3,Musées
336,Sciences & Nature,Comment appelle-t-on les jumeaux issus d'un même ovule fécondé ?,Des jumeaux monozygotes (vrais),1,Génétique
336,Sports & Loisirs,Quelle épreuve de lancer utilise une boule métallique reliée à une poignée par un câble d'acier ?,Le lancer du marteau,2,Athlétisme
337,Géographie,Combien de cantons compte la Confédération suisse ?,26,2,Suisse
337,Divertissement,"Quel spectacle musical de 1998, signé Riccardo Cocciante et Luc Plamondon, a rendu célèbre la chanson « Belle » ?",Notre-Dame de Paris,1,Comédies musicales
337,Histoire,Quelle femme politique a dirigé le gouvernement indien de 1966 à 1977 puis de 1980 à 1984 ?,Indira Gandhi,2,Personnalités
337,Arts & Littérature,"Quel roman de John Steinbeck, paru en 1939, suit la famille Joad fuyant l'Oklahoma vers la Californie ?",Les Raisins de la colère,2,Littérature américaine
337,Sciences & Nature,À partir de quelle plante succulente mexicaine fabrique-t-on la tequila ?,L'agave (bleu),2,Plantes
337,Sports & Loisirs,"En escrime, quel mot l'arbitre prononce-t-il après « En garde ! Prêts ? » pour lancer l'assaut ?",« Allez ! »,3,Vocabulaire et règles
338,Géographie,"Quelle est la capitale de la Géorgie, dans le Caucase ?",Tbilissi,2,Capitales
338,Divertissement,Quel acteur interprète le dragueur malchanceux Jean-Claude Dusse dans « Les Bronzés » ?,Michel Blanc,2,Comédies françaises
338,Histoire,"Quelle île volcanique japonaise a été le théâtre, en 1945, d'une célèbre photo de marines hissant le drapeau américain ?",Iwo Jima,2,Guerre du Pacifique
338,Arts & Littérature,"Quel ténor italien, né à Modène, a formé les « Trois Ténors » avec Plácido Domingo et José Carreras ?",Luciano Pavarotti,1,Chanteurs lyriques
338,Sciences & Nature,Quel journaliste hongrois a breveté à la fin des années 1930 le stylo à bille qui porte son nom dans plusieurs pays ?,László Bíró,3,Inventeurs
338,Sports & Loisirs,Combien de points rapporte un panier marqué derrière la ligne en arc de cercle ?,3 points,1,Basket – règles
339,Géographie,"Dans quelle ville italienne se trouve une célèbre tour penchée, campanile de la cathédrale ?",Pise,1,Monuments
339,Divertissement,Sous quel pseudonyme se cache le créateur du bitcoin ?,Satoshi Nakamoto,2,Internet
339,Histoire,Quel cratère en bronze monumental a été découvert en 1953 dans la tombe d'une princesse celte en Côte-d'Or ?,Le vase de Vix,3,Gaule
339,Arts & Littérature,Quel écrivain a raconté sa fuite d'enfant juif sous l'Occupation dans « Un sac de billes » ?,Joseph Joffo,1,Récits
339,Sciences & Nature,Quel physicien écossais a unifié l'électricité et le magnétisme dans quatre célèbres équations ?,James Clerk Maxwell,2,Physique
339,Sports & Loisirs,Comment appelle-t-on la combinaison munie de membranes entre les bras et les jambes qui permet de planer dans les airs ?,Une wingsuit,1,Sports insolites
340,Géographie,"Quel est le plus grand des châteaux de la Loire, célèbre pour son escalier à double révolution ?",Chambord,1,Châteaux
340,Divertissement,Quel genre musical brésilien a été popularisé par « La Fille d'Ipanema » ?,La bossa nova,2,Musiques du monde
340,Histoire,Dans quelle grotte des Pyrénées-Orientales a-t-on découvert l'homme de Tautavel ?,La Caune de l'Arago,3,Préhistoire
340,Arts & Littérature,"Quelle peintre mexicaine, épouse de Diego Rivera, est célèbre pour ses autoportraits ?",Frida Kahlo,1,Peintres
340,Sciences & Nature,Quelle spécialité médicale se consacre aux personnes âgées ?,La gériatrie,1,Spécialités médicales
340,Sports & Loisirs,Quel athlète américain d'origine amérindienne a remporté le pentathlon et le décathlon aux Jeux de Stockholm en 1912 ?,Jim Thorpe,3,Champions olympiques
341,Géographie,Quel cap norvégien est souvent présenté comme l'extrémité septentrionale de l'Europe ?,Le cap Nord,1,Sites célèbres
341,Divertissement,"Quel scénariste britannique a écrit « Watchmen », dessiné par Dave Gibbons ?",Alan Moore,3,Comics
341,Histoire,"Quel roi de Prusse, flûtiste et philosophe, accueillit Voltaire à sa cour de Potsdam ?",Frédéric II,2,Europe au XVIIIe siècle
341,Arts & Littérature,"Quel compositeur a écrit l'opéra « La Flûte enchantée », créé à Vienne en 1791 ?",Mozart,1,Opéra
341,Sciences & Nature,Quel est le symbole chimique de l'étain ?,Sn,3,Chimie : éléments
341,Sports & Loisirs,"Quelle console portable de Nintendo, sortie en 1989, était vendue avec le jeu Tetris ?",La Game Boy,1,Jouets
342,Géographie,"Quel grand lac québécois, d'où sort la rivière Saguenay, est célèbre pour sa traversée internationale à la nage ?",Le lac Saint-Jean,2,Québec
342,Divertissement,"Comment s'appelle en français le grand chien maladroit Goofy, ami de Mickey ?",Dingo,1,Personnages de fiction
342,Histoire,Dans quelle région des Balkans se déroula en 1389 la bataille du champ des Merles entre Serbes et Ottomans ?,Le Kosovo,3,Saint-Empire et Europe centrale
342,Arts & Littérature,"Quel est le nom romain de Zeus, roi des dieux ?",Jupiter,1,Mythologie romaine
342,Sciences & Nature,Quel verbe désigne le cri de la grenouille ?,Coasser,1,Cris des animaux
342,Sports & Loisirs,"Sur quelle surface se disputait le tournoi de handball à onze des Jeux olympiques de Berlin, en 1936 ?",Sur gazon (en plein air),3,Handball – histoire
343,Géographie,"Comment s'appelle la côte bretonne de Perros-Guirec et Ploumanac'h, célèbre pour ses rochers aux formes étonnantes ?",La côte de Granit rose,1,Côtes
343,Divertissement,Quel ingénieur se fait tatouer les plans de la prison pour en faire évader son frère dans « Prison Break » ?,Michael Scofield,2,Séries américaines
343,Histoire,Quel homme politique musulman est considéré comme le fondateur du Pakistan ?,Muhammad Ali Jinnah,3,Décolonisation
343,Arts & Littérature,Quel capitaine commande le sous-marin Nautilus chez Jules Verne ?,Le capitaine Nemo,1,Personnages
343,Sciences & Nature,"Quel est le nom de l'os du genou dans la terminologie anatomique moderne, autrefois appelé rotule ?",La patella,2,Os et squelette
343,Sports & Loisirs,"Quel sauteur en longueur américain a stupéfié le monde en franchissant 8,90 m aux Jeux de Mexico en 1968 ?",Bob Beamon,2,Champions olympiques
344,Géographie,"Quelle île du Saint-Laurent, juste en aval de Québec, porte le nom d'une ville française ?",L'île d'Orléans,2,Québec
344,Divertissement,"Dans quel film d'animation Disney de 2013 la reine Elsa chante-t-elle « Libérée, délivrée » ?",La Reine des neiges,1,Films musicaux
344,Histoire,Quel amiral chinois mena au début du XVe siècle de grandes expéditions maritimes jusqu'en Afrique de l'Est ?,Zheng He,2,Asie médiévale
344,Arts & Littérature,Quelle peintre américaine est célèbre pour ses fleurs géantes et ses paysages du Nouveau-Mexique ?,Georgia O'Keeffe,2,Peintres
344,Sciences & Nature,Comment qualifie-t-on le feuillage d'un arbre qui perd ses feuilles à l'automne ?,Caduc,1,Arbres
344,Sports & Loisirs,Quel légume les Irlandais creusaient-ils pour Halloween avant d'adopter la citrouille en Amérique ?,Le navet,3,Fêtes et traditions
345,Géographie,Quelle région française a pour chef-lieu Dijon ?,Bourgogne-Franche-Comté,2,Régions
345,Divertissement,Quelle récompense suprême est décernée au meilleur film de la Mostra de Venise ?,Le Lion d'or,2,Récompenses
345,Histoire,"Quel président égyptien, artisan de la paix avec Israël, a été assassiné en octobre 1981 ?",Anouar el-Sadate,2,Proche-Orient
345,Arts & Littérature,"Quel recueil de contes orientaux a pour narratrice Shéhérazade, qui raconte une histoire chaque nuit pour sauver sa vie ?",Les Mille et Une Nuits,1,Littérature arabe
345,Sciences & Nature,"Quel nombre imaginaire, noté par une seule lettre, a pour carré −1 ?",i,2,Mathématiques
345,Sports & Loisirs,"Quel skieur français a remporté la descente, le slalom et le slalom géant aux Jeux de Grenoble en 1968 ?",Jean-Claude Killy,1,Sports d'hiver
346,Géographie,Quel diplomate français a mené le percement du canal de Suez ?,Ferdinand de Lesseps,1,Détroits et canaux
346,Divertissement,"Quel magazine de France 3, présenté par Georges Pernoud, était consacré à la mer ?",Thalassa,2,Émissions
346,Histoire,Quel empereur éthiopien remporte la bataille d'Adoua ?,Ménélik II,3,Colonisation
346,Arts & Littérature,Comment appelle-t-on le texte d'un opéra ?,Le livret,1,Opéra
346,Sciences & Nature,Quelle est la grande galaxie spirale la plus proche de la Voie lactée ?,Andromède,2,Astronomie : galaxies
346,Sports & Loisirs,Quelle liqueur verte ou jaune est élaborée depuis le XVIIIe siècle par des moines de l'Isère ?,La Chartreuse,2,Spiritueux
347,Géographie,Quel golfe sépare l'Iran de la péninsule Arabique ?,Le golfe Persique,1,Mers et détroits
347,Divertissement,Quel film de Martin Scorsese a remporté la Palme d'or au Festival de Cannes en 1976 ?,Taxi Driver,2,Festival de Cannes
347,Histoire,"Quelle révolte, menée par un homme se disant le frère cadet de Jésus, ravage la Chine de 1850 à 1864 ?",La révolte des Taiping,3,Chine
347,Arts & Littérature,"Quelle célèbre tirade de Cyrano commence par « Ah ! non ! c'est un peu court, jeune homme ! » ?",La tirade du nez,1,Théâtre
347,Sciences & Nature,Quel psychologue américain a inventé une boîte expérimentale pour étudier le conditionnement opérant chez les rats et les pigeons ?,B. F. Skinner,2,Psychologie
347,Sports & Loisirs,Quelle poupée lancée par Mattel en 1959 s'appelle en réalité Barbara Millicent Roberts ?,Barbie,1,Jouets
348,Géographie,Quel est le seul canton suisse dont l'italien est l'unique langue officielle ?,Le Tessin,2,Suisse
348,Divertissement,Comment s'appelle le petit poisson-clown que son père Marin recherche dans un film Pixar de 2003 ?,Nemo,1,Animation
348,Histoire,Dans quelle ville marocaine Roosevelt et Churchill se sont-ils réunis en janvier 1943 ?,Casablanca,3,Seconde Guerre mondiale
348,Arts & Littérature,Comment s'appelle le capitaine à la jambe d'ivoire obsédé par la baleine blanche dans « Moby Dick » ?,Achab,2,Littérature américaine
348,Sciences & Nature,Combien de portions de fruits et légumes par jour recommande le célèbre slogan de santé publique français ?,Cinq,1,Nutrition
348,Sports & Loisirs,"Dans quelle ville se trouve le Millennium Stadium, rebaptisé Principality Stadium ?",Cardiff,2,Rugby – stades
349,Géographie,Sur quel mont se dresse la statue du Christ Rédempteur de Rio ?,Le Corcovado,2,Grandes villes
349,Divertissement,Quel chercheur britannique du CERN a inventé le World Wide Web en 1989 ?,Tim Berners-Lee,2,Internet
349,Histoire,Comment s'appelle la révolte des parlementaires et des princes qui secoue la France entre 1648 et 1653 ?,La Fronde,1,Louis XIV
349,Arts & Littérature,"Quel ballet de Stravinsky, créé en 1911, a pour héros une marionnette de foire russe amoureuse d'une ballerine ?",Petrouchka,3,Danse
349,Sciences & Nature,Quel instrument sert à mesurer la pression atmosphérique ?,Le baromètre,1,Physique
349,Sports & Loisirs,Quel judoka français a été sacré champion olympique des poids lourds à Atlanta en 1996 puis à Sydney en 2000 ?,David Douillet,1,Arts martiaux
350,Géographie,Quel département d'outre-mer porte le numéro 972 ?,La Martinique,2,Outre-mer
350,Divertissement,Quel gentleman cambrioleur a été créé par Maurice Leblanc ?,Arsène Lupin,1,Personnages de fiction
350,Histoire,Dans quelle ville française l'Allemagne a-t-elle signé une première capitulation sans condition le 7 mai 1945 ?,Reims,2,Fin de la guerre
350,Arts & Littérature,"Quel poète romantique a écrit « Le Lac », avec le vers « Ô temps ! suspends ton vol » ?",Alphonse de Lamartine,2,Poésie
350,Sciences & Nature,"Quel élément jaune, que l'on trouve près des volcans, entre dans la composition de la poudre noire ?",Le soufre,1,Chimie : éléments
350,Sports & Loisirs,Sur quelle piste de Kitzbühel se court la plus célèbre descente de la Coupe du monde de ski alpin ?,La Streif,3,Sports d'hiver
351,Géographie,"Quel État insulaire du Pacifique, très menacé par la montée des eaux, a pour capitale Funafuti ?",Tuvalu,3,Océanie
351,Divertissement,Quel cinéaste américain a créé la saga « Star Wars » en 1977 ?,George Lucas,1,Réalisateurs
351,Histoire,"Sur quel plateau de l'Aisne l'offensive meurtrière du général Nivelle, en avril 1917, provoqua-t-elle des mutineries ?",Le Chemin des Dames,2,Première Guerre mondiale
351,Arts & Littérature,Quel auteur anglais a signé « Les Aventures d'Alice au pays des merveilles » sous un pseudonyme ?,Lewis Carroll,1,Littérature anglaise
351,Sciences & Nature,"Quel est le nom chimique de la soude caustique, utilisée pour déboucher les canalisations ?",L'hydroxyde de sodium,3,Chimie : molécules
351,Sports & Loisirs,"Au bowling, comment appelle-t-on le fait de renverser les dix quilles dès le premier lancer ?",Un strike,1,Vocabulaire et règles
352,Géographie,Dans le delta de quel fleuve s'étend la Camargue ?,Le Rhône,1,Sites naturels
352,Divertissement,Quel cinéaste mexicain a reçu l'Oscar du meilleur réalisateur en 2018 pour « La Forme de l'eau » ?,Guillermo del Toro,3,Oscars
352,Histoire,Quelle guerre civile anglaise du XVe siècle opposa les maisons de Lancastre et d'York ?,La guerre des Deux-Roses,1,Angleterre médiévale
352,Arts & Littérature,Quelle romancière a connu un immense succès en 2006 avec « L'Élégance du hérisson » ?,Muriel Barbery,2,Romans contemporains
